global_test_id,block,context_status,source_context_preference,subcondition_no,subcondition_label,item_no,pair_id,block_pair_id,test_unit_no,construction_candidate,preference_in_source_context,prompt_for_surprisal,target_continuation,full_test_sentence,source_prompt_with_context,local_prefix_no_context,notes,gold_is_error,gold_label,sentence_for_macbert,macbert_corrected,macbert_errors_json,macbert_num_errors,macbert_accepted_no_edit,macbert_predicted_error
T0319,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,10,SVO-NS-010,SVO-CTX-NS-010,1,BA,non-preferred,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去,把那些沙子踩了,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去把那些沙子踩了。,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去,孩子们马上跑过去,,True,infelicitous,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去把那些沙子踩了。,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去把那些沙子踩了。,[],0,True,False
T0320,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,10,SVO-NS-010,SVO-CTX-NS-010,2,SVO,preferred,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去,踩那些沙子,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去踩那些沙子。,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去,孩子们马上跑过去,,False,felicitous,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去踩那些沙子。,到了海边，孩子们兴奋地脱掉鞋子，马上跑过去踩那些沙子。,[],0,True,False
T0321,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,11,SVO-NS-011,SVO-CTX-NS-011,1,BA,non-preferred,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里,把作业写了,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里把作业写了。,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里,我回到自己房间里,,True,infelicitous,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里把作业写了。,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里把作业写了。,[],0,True,False
T0322,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,11,SVO-NS-011,SVO-CTX-NS-011,2,SVO,preferred,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里,写作业了,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里写作业了。,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里,我回到自己房间里,,False,felicitous,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里写作业了。,饭后，我帮妈妈洗了碗，然后看了一会儿电视，就回到自己房间里写作业了。,[],0,True,False
T0323,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,12,SVO-NS-012,SVO-CTX-NS-012,1,BA,non-preferred,昨天我去书店，先买了一本字典，然后去二楼,把那本画册买了,昨天我去书店，先买了一本字典，然后去二楼把那本画册买了。,昨天我去书店，先买了一本字典，然后去二楼,我去二楼,,True,infelicitous,昨天我去书店，先买了一本字典，然后去二楼把那本画册买了。,昨天我去书店，先买了一本字典，然后去二楼把那本画册买了。,[],0,True,False
T0324,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,12,SVO-NS-012,SVO-CTX-NS-012,2,SVO,preferred,昨天我去书店，先买了一本字典，然后去二楼,买了一本画册,昨天我去书店，先买了一本字典，然后去二楼买了一本画册。,昨天我去书店，先买了一本字典，然后去二楼,我去二楼,,False,felicitous,昨天我去书店，先买了一本字典，然后去二楼买了一本画册。,昨天我去书店，先买了一本字典，然后去二楼买了一本画册。,[],0,True,False
T0325,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,13,SVO-NS-013,SVO-CTX-NS-013,1,BA,non-preferred,早上我起床后，先喝了一杯温水，然后去厨房,把那块面包吃了,早上我起床后，先喝了一杯温水，然后去厨房把那块面包吃了。,早上我起床后，先喝了一杯温水，然后去厨房,我去厨房,,True,infelicitous,早上我起床后，先喝了一杯温水，然后去厨房把那块面包吃了。,早上我起床后，先喝了一杯温水，然后去厨房把那块面包吃了。,[],0,True,False
T0326,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,13,SVO-NS-013,SVO-CTX-NS-013,2,SVO,preferred,早上我起床后，先喝了一杯温水，然后去厨房,吃了一块面包,早上我起床后，先喝了一杯温水，然后去厨房吃了一块面包。,早上我起床后，先喝了一杯温水，然后去厨房,我去厨房,,False,felicitous,早上我起床后，先喝了一杯温水，然后去厨房吃了一块面包。,早上我起床后，先喝了一杯温水，然后去厨房吃了一块面包。,[],0,True,False
T0327,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,14,SVO-NS-014,SVO-CTX-NS-014,1,BA,non-preferred,我们去公园玩，先散了步，看了花，然后在长椅上坐着,把那首中文歌听了,我们去公园玩，先散了步，看了花，然后在长椅上坐着把那首中文歌听了。,我们去公园玩，先散了步，看了花，然后在长椅上坐着,我们在长椅上坐着,,True,infelicitous,我们去公园玩，先散了步，看了花，然后在长椅上坐着把那首中文歌听了。,我们去公园玩，先散了步，看了花，然后在长椅上坐着把那首中文歌听了。,[],0,True,False
T0328,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,14,SVO-NS-014,SVO-CTX-NS-014,2,SVO,preferred,我们去公园玩，先散了步，看了花，然后在长椅上坐着,听了一首中文歌,我们去公园玩，先散了步，看了花，然后在长椅上坐着听了一首中文歌。,我们去公园玩，先散了步，看了花，然后在长椅上坐着,我们在长椅上坐着,,False,felicitous,我们去公园玩，先散了步，看了花，然后在长椅上坐着听了一首中文歌。,我们去公园玩，先散了步，看了花，然后在长椅上坐着听了一首中文歌。,[],0,True,False
T0329,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,15,SVO-NS-015,SVO-CTX-NS-015,1,BA,non-preferred,他走进办公室，先开了空调，然后坐下来,把那份总结写了,他走进办公室，先开了空调，然后坐下来把那份总结写了。,他走进办公室，先开了空调，然后坐下来,他坐下来,,True,infelicitous,他走进办公室，先开了空调，然后坐下来把那份总结写了。,他走进办公室，先开了空调，然后坐下来把那份总结写了。,[],0,True,False
T0330,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,15,SVO-NS-015,SVO-CTX-NS-015,2,SVO,preferred,他走进办公室，先开了空调，然后坐下来,写了一份总结,他走进办公室，先开了空调，然后坐下来写了一份总结。,他走进办公室，先开了空调，然后坐下来,他坐下来,,False,felicitous,他走进办公室，先开了空调，然后坐下来写了一份总结。,他走进办公室，先开了空调，然后坐下来写了一份总结。,[],0,True,False
T0331,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,16,SVO-NS-016,SVO-CTX-NS-016,1,BA,non-preferred,去商场购物时，我先买了一件衬衫，后来又去五楼,把那双凉鞋买了,去商场购物时，我先买了一件衬衫，后来又去五楼把那双凉鞋买了。,去商场购物时，我先买了一件衬衫，后来又去五楼,我又去五楼,,True,infelicitous,去商场购物时，我先买了一件衬衫，后来又去五楼把那双凉鞋买了。,去商场购物时，我先买了一件衬衫，后来又去五楼把那双凉鞋买了。,[],0,True,False
T0332,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,16,SVO-NS-016,SVO-CTX-NS-016,2,SVO,preferred,去商场购物时，我先买了一件衬衫，后来又去五楼,买了一双凉鞋,去商场购物时，我先买了一件衬衫，后来又去五楼买了一双凉鞋。,去商场购物时，我先买了一件衬衫，后来又去五楼,我又去五楼,,False,felicitous,去商场购物时，我先买了一件衬衫，后来又去五楼买了一双凉鞋。,去商场购物时，我先买了一件衬衫，后来又去五楼买了一双凉鞋。,[],0,True,False
T0333,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,17,SVO-NS-017,SVO-CTX-NS-017,1,BA,non-preferred,大家聚餐时，先喝了果汁，又聊了天，最后一起,把那瓶红酒喝了,大家聚餐时，先喝了果汁，又聊了天，最后一起把那瓶红酒喝了。,大家聚餐时，先喝了果汁，又聊了天，最后一起,大家最后一起,,True,infelicitous,大家聚餐时，先喝了果汁，又聊了天，最后一起把那瓶红酒喝了。,大家聚餐时，先喝了果汁，又聊了天，最后一起把那瓶红酒喝了。,[],0,True,False
T0334,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,17,SVO-NS-017,SVO-CTX-NS-017,2,SVO,preferred,大家聚餐时，先喝了果汁，又聊了天，最后一起,喝了一瓶红酒,大家聚餐时，先喝了果汁，又聊了天，最后一起喝了一瓶红酒。,大家聚餐时，先喝了果汁，又聊了天，最后一起,大家最后一起,,False,felicitous,大家聚餐时，先喝了果汁，又聊了天，最后一起喝了一瓶红酒。,大家聚餐时，先喝了果汁，又聊了天，最后一起喝了一瓶红酒。,[],0,True,False
T0335,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,18,SVO-NS-018,SVO-CTX-NS-018,1,BA,non-preferred,在火车站候车时，我先查了时刻表，然后去书报亭,把那张地图买了,在火车站候车时，我先查了时刻表，然后去书报亭把那张地图买了。,在火车站候车时，我先查了时刻表，然后去书报亭,我去书报亭,,True,infelicitous,在火车站候车时，我先查了时刻表，然后去书报亭把那张地图买了。,在火车站候车时，我先查了时刻表，然后去书报亭把那张地图买了。,[],0,True,False
T0336,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,18,SVO-NS-018,SVO-CTX-NS-018,2,SVO,preferred,在火车站候车时，我先查了时刻表，然后去书报亭,买了一张地图,在火车站候车时，我先查了时刻表，然后去书报亭买了一张地图。,在火车站候车时，我先查了时刻表，然后去书报亭,我去书报亭,,False,felicitous,在火车站候车时，我先查了时刻表，然后去书报亭买了一张地图。,在火车站候车时，我先查了时刻表，然后去书报亭买了一张地图。,[],0,True,False
T0337,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,19,SVO-NS-019,SVO-CTX-NS-019,1,BA,non-preferred,回到家后，他先放下书包，脱了外套，然后去厨房,把那碗面条煮了,回到家后，他先放下书包，脱了外套，然后去厨房把那碗面条煮了。,回到家后，他先放下书包，脱了外套，然后去厨房,他去厨房,,True,infelicitous,回到家后，他先放下书包，脱了外套，然后去厨房把那碗面条煮了。,回到家后，他先放下书包，脱了外套，然后去厨房把那碗面条煮了。,[],0,True,False
T0338,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,19,SVO-NS-019,SVO-CTX-NS-019,2,SVO,preferred,回到家后，他先放下书包，脱了外套，然后去厨房,煮了一碗面条,回到家后，他先放下书包，脱了外套，然后去厨房煮了一碗面条。,回到家后，他先放下书包，脱了外套，然后去厨房,他去厨房,,False,felicitous,回到家后，他先放下书包，脱了外套，然后去厨房煮了一碗面条。,回到家后，他先放下书包，脱了外套，然后去厨房煮了一碗面条。,[],0,True,False
T0339,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,20,SVO-NS-020,SVO-CTX-NS-020,1,BA,non-preferred,准备开会前，我先打印了材料，然后去休息间,把那壶热茶泡了,准备开会前，我先打印了材料，然后去休息间把那壶热茶泡了。,准备开会前，我先打印了材料，然后去休息间,我去休息间,,True,infelicitous,准备开会前，我先打印了材料，然后去休息间把那壶热茶泡了。,准备开会前，我先打印了材料，然后去休息间把那壶热茶泡了。,[],0,True,False
T0340,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,20,SVO-NS-020,SVO-CTX-NS-020,2,SVO,preferred,准备开会前，我先打印了材料，然后去休息间,泡了一壶热茶,准备开会前，我先打印了材料，然后去休息间泡了一壶热茶。,准备开会前，我先打印了材料，然后去休息间,我去休息间,,False,felicitous,准备开会前，我先打印了材料，然后去休息间泡了一壶热茶。,准备开会前，我先打印了材料，然后去休息间泡了一壶热茶。,[],0,True,False
T0341,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,21,SVO-NS-021,SVO-CTX-NS-021,1,BA,non-preferred,回到家后，我先洗了手，然后去厨房,把那个西瓜切了,回到家后，我先洗了手，然后去厨房把那个西瓜切了。,回到家后，我先洗了手，然后去厨房,我去厨房,,True,infelicitous,回到家后，我先洗了手，然后去厨房把那个西瓜切了。,回到家后，我先洗了手，然后去厨房把那个西瓜切了。,[],0,True,False
T0342,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,21,SVO-NS-021,SVO-CTX-NS-021,2,SVO,preferred,回到家后，我先洗了手，然后去厨房,切了一个西瓜,回到家后，我先洗了手，然后去厨房切了一个西瓜。,回到家后，我先洗了手，然后去厨房,我去厨房,,False,felicitous,回到家后，我先洗了手，然后去厨房切了一个西瓜。,回到家后，我先洗了手，然后去厨房切了一个西瓜。,[],0,True,False
T0343,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,22,SVO-NS-022,SVO-CTX-NS-022,1,BA,non-preferred,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店,把那张明信片买了,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店把那张明信片买了。,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店,我们在门口的纪念品店,,True,infelicitous,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店把那张明信片买了。,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店把那张明信片买了。,[],0,True,False
T0344,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,22,SVO-NS-022,SVO-CTX-NS-022,2,SVO,preferred,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店,买了一张明信片,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店买了一张明信片。,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店,我们在门口的纪念品店,,False,felicitous,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店买了一张明信片。,昨天去参观博物馆，我们先听了导游的讲解，最后在门口的纪念品店买了一张明信片。,[],0,True,False
T0345,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,23,SVO-NS-023,SVO-CTX-NS-023,1,BA,non-preferred,昨天我去医院看病，医生先问了情况，然后给我,把那些药开了,昨天我去医院看病，医生先问了情况，然后给我把那些药开了。,昨天我去医院看病，医生先问了情况，然后给我,医生给我,,True,infelicitous,昨天我去医院看病，医生先问了情况，然后给我把那些药开了。,昨天我去医院看病，医生先问了情况，然后给我把那些药开了。,[],0,True,False
T0346,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,23,SVO-NS-023,SVO-CTX-NS-023,2,SVO,preferred,昨天我去医院看病，医生先问了情况，然后给我,开了一些药,昨天我去医院看病，医生先问了情况，然后给我开了一些药。,昨天我去医院看病，医生先问了情况，然后给我,医生给我,,False,felicitous,昨天我去医院看病，医生先问了情况，然后给我开了一些药。,昨天我去医院看病，医生先问了情况，然后给我开了一些药。,[],0,True,False
T0347,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,24,SVO-NS-024,SVO-CTX-NS-024,1,BA,non-preferred,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地,把那杯温水喝了,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地把那杯温水喝了。,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地,他安静地,,True,infelicitous,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地把那杯温水喝了。,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地把那杯温水喝了。,[],0,True,False
T0348,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,24,SVO-NS-024,SVO-CTX-NS-024,2,SVO,preferred,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地,喝了一杯温水,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地喝了一杯温水。,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地,他安静地,,False,felicitous,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地喝了一杯温水。,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地喝了一杯温水。,[],0,True,False
T0349,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,25,SVO-NS-025,SVO-CTX-NS-025,1,BA,non-preferred,到了火车站，我们先取了票，然后去候车室,把那个座位找到了,到了火车站，我们先取了票，然后去候车室把那个座位找到了。,到了火车站，我们先取了票，然后去候车室,我们去候车室,,True,infelicitous,到了火车站，我们先取了票，然后去候车室把那个座位找到了。,到了火车站，我们先取了票，然后去候车室把那个座位找到了。,[],0,True,False
T0350,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,25,SVO-NS-025,SVO-CTX-NS-025,2,SVO,preferred,到了火车站，我们先取了票，然后去候车室,找到了一个座位,到了火车站，我们先取了票，然后去候车室找到了一个座位。,到了火车站，我们先取了票，然后去候车室,我们去候车室,,False,felicitous,到了火车站，我们先取了票，然后去候车室找到了一个座位。,到了火车站，我们先取了票，然后去候车室找到了一个座位。,[],0,True,False
T0351,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,26,SVO-NS-026,SVO-CTX-NS-026,1,BA,non-preferred,会议开始前，秘书先给大家发了材料，然后走到台前,把那台投影仪打开了,会议开始前，秘书先给大家发了材料，然后走到台前把那台投影仪打开了。,会议开始前，秘书先给大家发了材料，然后走到台前,秘书走到台前,,True,infelicitous,会议开始前，秘书先给大家发了材料，然后走到台前把那台投影仪打开了。,会议开始前，秘书先给大家发了材料，然后走到台前把那台投影仪打开了。,[],0,True,False
T0352,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,26,SVO-NS-026,SVO-CTX-NS-026,2,SVO,preferred,会议开始前，秘书先给大家发了材料，然后走到台前,打开了投影仪,会议开始前，秘书先给大家发了材料，然后走到台前打开了投影仪。,会议开始前，秘书先给大家发了材料，然后走到台前,秘书走到台前,,False,felicitous,会议开始前，秘书先给大家发了材料，然后走到台前打开了投影仪。,会议开始前，秘书先给大家发了材料，然后走到台前打开了投影仪。,[],0,True,False
T0353,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,27,SVO-NS-027,SVO-CTX-NS-027,1,BA,non-preferred,上车以后，他先系好了安全带，然后慢慢地,把汽车发动了,上车以后，他先系好了安全带，然后慢慢地把汽车发动了。,上车以后，他先系好了安全带，然后慢慢地,他慢慢地,,True,infelicitous,上车以后，他先系好了安全带，然后慢慢地把汽车发动了。,上车以后，他先系好了安全带，然后慢慢地把汽车发动了。,[],0,True,False
T0354,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,27,SVO-NS-027,SVO-CTX-NS-027,2,SVO,preferred,上车以后，他先系好了安全带，然后慢慢地,发动了汽车,上车以后，他先系好了安全带，然后慢慢地发动了汽车。,上车以后，他先系好了安全带，然后慢慢地,他慢慢地,,False,felicitous,上车以后，他先系好了安全带，然后慢慢地发动了汽车。,上车以后，他先系好了安全带，然后慢慢地发动了汽车。,[],0,True,False
T0355,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,28,SVO-NS-028,SVO-CTX-NS-028,1,BA,non-preferred,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑,把那份文件看了,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑把那份文件看了。,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑,经理坐下来打开电脑,,True,infelicitous,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑把那份文件看了。,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑把那份文件看了。,[],0,True,False
T0356,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,28,SVO-NS-028,SVO-CTX-NS-028,2,SVO,preferred,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑,看了一份文件,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑看了一份文件。,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑,经理坐下来打开电脑,,False,felicitous,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑看了一份文件。,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑看了一份文件。,[],0,True,False
T0357,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,29,SVO-NS-029,SVO-CTX-NS-029,1,BA,non-preferred,下午的汉语课结束以后，我去了一趟图书馆，在三楼,把那两本小说借了,下午的汉语课结束以后，我去了一趟图书馆，在三楼把那两本小说借了。,下午的汉语课结束以后，我去了一趟图书馆，在三楼,我在三楼,,True,infelicitous,下午的汉语课结束以后，我去了一趟图书馆，在三楼把那两本小说借了。,下午的汉语课结束以后，我去了一趟图书馆，在三楼把那两本小说借了。,[],0,True,False
T0358,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,29,SVO-NS-029,SVO-CTX-NS-029,2,SVO,preferred,下午的汉语课结束以后，我去了一趟图书馆，在三楼,借了两本小说,下午的汉语课结束以后，我去了一趟图书馆，在三楼借了两本小说。,下午的汉语课结束以后，我去了一趟图书馆，在三楼,我在三楼,,False,felicitous,下午的汉语课结束以后，我去了一趟图书馆，在三楼借了两本小说。,下午的汉语课结束以后，我去了一趟图书馆，在三楼借了两本小说。,[],0,True,False
T0359,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,30,SVO-NS-030,SVO-CTX-NS-030,1,BA,non-preferred,下了飞机，我们先取了行李，然后在停车场,把我的车开走了,下了飞机，我们先取了行李，然后在停车场把我的车开走了。,下了飞机，我们先取了行李，然后在停车场,我们在停车场,,True,infelicitous,下了飞机，我们先取了行李，然后在停车场把我的车开走了。,下了飞机，我们先取了行李，然后在停车场把我的车开走了。,[],0,True,False
T0360,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,30,SVO-NS-030,SVO-CTX-NS-030,2,SVO,preferred,下了飞机，我们先取了行李，然后在停车场,开走了我的车,下了飞机，我们先取了行李，然后在停车场开走了我的车。,下了飞机，我们先取了行李，然后在停车场,我们在停车场,,False,felicitous,下了飞机，我们先取了行李，然后在停车场开走了我的车。,下了飞机，我们先取了行李，然后在停车场开走了我的车。,[],0,True,False
T0361,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,31,SVO-NS-031,SVO-CTX-NS-031,1,BA,non-preferred,进门后，他先脱了鞋，然后把包放下，又给自己,把那杯热水接好了,进门后，他先脱了鞋，然后把包放下，又给自己把那杯热水接好了。,进门后，他先脱了鞋，然后把包放下，又给自己,他又给自己,,True,infelicitous,进门后，他先脱了鞋，然后把包放下，又给自己把那杯热水接好了。,进门后，他先脱了鞋，然后把包放下，又给自己把那杯热水接好了。,[],0,True,False
T0362,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,31,SVO-NS-031,SVO-CTX-NS-031,2,SVO,preferred,进门后，他先脱了鞋，然后把包放下，又给自己,接好了一杯热水,进门后，他先脱了鞋，然后把包放下，又给自己接好了一杯热水。,进门后，他先脱了鞋，然后把包放下，又给自己,他又给自己,,False,felicitous,进门后，他先脱了鞋，然后把包放下，又给自己接好了一杯热水。,进门后，他先脱了鞋，然后把包放下，又给自己接好了一杯热水。,[],0,True,False
T0363,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,32,SVO-NS-032,SVO-CTX-NS-032,1,BA,non-preferred,我们先去了博物馆，然后去了公园，最后在街角,把那杯奶茶喝了,我们先去了博物馆，然后去了公园，最后在街角把那杯奶茶喝了。,我们先去了博物馆，然后去了公园，最后在街角,我们在街角,,True,infelicitous,我们先去了博物馆，然后去了公园，最后在街角把那杯奶茶喝了。,我们先去了博物馆，然后去了公园，最后在街角把那杯奶茶喝了。,[],0,True,False
T0364,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,32,SVO-NS-032,SVO-CTX-NS-032,2,SVO,preferred,我们先去了博物馆，然后去了公园，最后在街角,喝了一杯奶茶,我们先去了博物馆，然后去了公园，最后在街角喝了一杯奶茶。,我们先去了博物馆，然后去了公园，最后在街角,我们在街角,,False,felicitous,我们先去了博物馆，然后去了公园，最后在街角喝了一杯奶茶。,我们先去了博物馆，然后去了公园，最后在街角喝了一杯奶茶。,[],0,True,False
T0365,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,33,SVO-NS-033,SVO-CTX-NS-033,1,BA,non-preferred,老师走进教室，把书本放在讲台上，然后转身在黑板上,把那个生词写了,老师走进教室，把书本放在讲台上，然后转身在黑板上把那个生词写了。,老师走进教室，把书本放在讲台上，然后转身在黑板上,老师转身在黑板上,,True,infelicitous,老师走进教室，把书本放在讲台上，然后转身在黑板上把那个生词写了。,老师走进教室，把书本放在讲台上，然后转身在黑板上把那个生词写了。,[],0,True,False
T0366,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,33,SVO-NS-033,SVO-CTX-NS-033,2,SVO,preferred,老师走进教室，把书本放在讲台上，然后转身在黑板上,写了一个生词,老师走进教室，把书本放在讲台上，然后转身在黑板上写了一个生词。,老师走进教室，把书本放在讲台上，然后转身在黑板上,老师转身在黑板上,,False,felicitous,老师走进教室，把书本放在讲台上，然后转身在黑板上写了一个生词。,老师走进教室，把书本放在讲台上，然后转身在黑板上写了一个生词。,[],0,True,False
T0367,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,34,SVO-NS-034,SVO-CTX-NS-034,1,BA,non-preferred,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边,把水果吃了,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边把水果吃了。,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边,大家在客厅里一边聊天一边,,True,infelicitous,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边把水果吃了。,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边把水果吃了。,[],0,True,False
T0368,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,34,SVO-NS-034,SVO-CTX-NS-034,2,SVO,preferred,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边,吃水果,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边吃水果。,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边,大家在客厅里一边聊天一边,,False,felicitous,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边吃水果。,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边吃水果。,[],0,True,False
T0369,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,35,SVO-NS-035,SVO-CTX-NS-035,1,BA,non-preferred,他打开电脑，输入了密码，然后点开浏览器,把那条新闻看了,他打开电脑，输入了密码，然后点开浏览器把那条新闻看了。,他打开电脑，输入了密码，然后点开浏览器,他点开浏览器,,True,infelicitous,他打开电脑，输入了密码，然后点开浏览器把那条新闻看了。,他打开电脑，输入了密码，然后点开浏览器把那条新闻看了。,[],0,True,False
T0370,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,35,SVO-NS-035,SVO-CTX-NS-035,2,SVO,preferred,他打开电脑，输入了密码，然后点开浏览器,看了一条新闻,他打开电脑，输入了密码，然后点开浏览器看了一条新闻。,他打开电脑，输入了密码，然后点开浏览器,他点开浏览器,,False,felicitous,他打开电脑，输入了密码，然后点开浏览器看了一条新闻。,他打开电脑，输入了密码，然后点开浏览器看了一条新闻。,[],0,True,False
T0371,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,36,SVO-NS-036,SVO-CTX-NS-036,1,BA,non-preferred,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼,把那两袋垃圾扔了,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼把那两袋垃圾扔了。,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼,我们下楼,,True,infelicitous,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼把那两袋垃圾扔了。,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼把那两袋垃圾扔了。,[],0,True,False
